Incident Id;Date of Arrest;Time of Arrest;Primary Charge;Address;Arrestee's Age;Arrestee's Race;Arrestee's Gender;Arrestee's Ethnicity;Type of Arrest;Drugs or Alcohol Present;Weapon Present
25162;2010-08-02;21:51;OPEN CONTAINER;325 WEST ROSEMARY STREET CHAPEL HILL NC;44;B;M;N;SUMMONED/CITED;Y;UNARMED
25165;2010-08-03;2:25;POSS FRAUDULENT I.D.;153 E FRANKLIN ST CHAPEL HILL NC 27514;27;W;M;H;SUMMONED/CITED;Y;UNARMED
25167;2010-08-03;16:29;OPEN CONTAINER;150 EAST FRANKLIN STREET CHAPEL HILL NC 27516;51;W;M;;SUMMONED/CITED;Y;UNARMED
25181;2010-08-05;19:57;AFFRAY/ASSAULT & BATTERY;724 PRITCHARD AVE EXT CHAPEL HILL NC 27516;;;;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25186;2010-08-06;20:00;GIVE/SELL MALT BEV TO MINOR;501 MEADOWMONT LN CHAPEL HILL NC 27517;29;W;F;N;SUMMONED/CITED;N;UNARMED
25189;2010-08-06;22:50;GIVE/SELL MALT BEV TO MINOR;1001 HAMILTON RD CHAPEL HILL NC 27517;24;W;F;;SUMMONED/CITED;N;UNARMED
25194;2010-08-07;10:38;HARASSING PHONE CALLS;828 MLK JR BLVD CHAPEL HILL NC 27514;27;W;M;H;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25197;2010-08-07;23:33;OPEN CONTAINER;E ROSEMARY ST @ HENDERSON ST CHAPEL HILL NC 27514;49;W;F;N;SUMMONED/CITED;Y;UNARMED
25200;2010-08-08;3:27;FAIL TO APPEAR/COMPL;520 W FRANKLIN ST/S GRAHAM ST CHAPEL HILL NC 27516;29;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
25208;2010-08-09;21:06;ASSAULT-SIMPLE;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;55;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25226;2010-08-12;17:44;FAIL TO APPEAR/COMPL;100 E FRANKLIN ST CHAPEL HILL NC 27514;51;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
25242;2010-08-15;2:18;IMPAIRED DRIVING DWI  M;ESTES RD @ UMSTEAD RD CHAPEL HILL NC 27514;40;W;M;H;ON VIEW;Y;UNARMED
25244;2010-08-15;3:27;IMPAIRED DRIVING DWI;610 E FRANKLIN ST CHAPEL HILL NC 27514;19;W;M;N;ON VIEW;Y;UNARMED
25236;2010-08-15;3:37;POSSESSION MARIJUANA;15-501 NEAR OLD MASON FARM ROAD CHAPEL HILL NC 27514;19;B;M;N;SUMMONED/CITED;U;UNARMED
25243;2010-08-15;16:33;NDL - SUSPENDED / REVOKED;ELDERBERRY DR CHAPEL HILL NC 27517;39;B;M;N;ON VIEW;N;UNARMED
25256;2010-08-18;8:43;FAIL TO APPEAR/COMPL;130 S ESTES DR CHAPEL HILL NC 27514;50;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25267;2010-08-19;2:56;B&E-VEHICLE  F;716 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;25;B;F;N;ON VIEW;N;UNARMED
25269;2010-08-19;16:58;BREAKING AND ENTER-FELONY;504 N COLUMBIA ST CHAPEL HILL NC 27516;21;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25271;2010-08-20;0:46;FAIL TO APPEAR/COMPL;HENDERSON ST AT FRANKLIN ST CHAPEL HILL NC 27514;21;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
25295;2010-08-20;14:00;ATTEMPTED LARCENY;1 EUROPA DR CHAPEL HILL NC 27517;41;B;M;;ON VIEW;;UNARMED
25309;2010-08-20;22:07;OPEN BEVERAGE;112 STARLITE DR CARRBORO NC 27510;30;W;M;H;SUMMONED/CITED;Y;UNARMED
25283;2010-08-21;0:25;UNDERAGE POSSESSION  M;137 E FRANKLIN ST CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;Y;UNARMED
25287;2010-08-22;3:21;UNDERAGE CONSUMPTION;137 E FRANKLIN ST CHAPEL HILL NC 27514;19;W;F;;SUMMONED/CITED;Y;UNARMED
25301;2010-08-24;9:13;FAILURE TO APPEAR;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;24;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
25305;2010-08-24;16:25;FAIL TO APPEAR/COMPL;108 W FRANKLIN ST CHAPEL HILL NC 27516;25;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25319;2010-08-26;11:30;OPEN CONTAINER  M;226 RANSOM ST/MCCAULEY ST CHAPEL HILL NC 27516;21;W;M;;SUMMONED/CITED;Y;UNARMED
25322;2010-08-26;11:56;OPEN CONTAINER  M;SIDEWALK ON MLK NEAR MILLCREEK APTS CHAPEL HILL NC;21;W;M;;SUMMONED/CITED;;UNARMED
25317;2010-08-26;15:05;LARCENY-CREDIT CARD;200 WESTMINSTER DR CHAPEL HILL NC 27516;26;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25315;2010-08-26;16:15;FAIL TO APPEAR/COMPL;100 W FRANKLIN ST CHAPEL HILL NC 27516;56;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25316;2010-08-26;16:36;LARCENY-CREDIT CARD;200 WESTMINSTER DR CHAPEL HILL NC 27516;20;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25334;2010-08-26;19:34;ASSAULT W DEADLY WEAPON;100 WEST ROSEMARY STREET CHAPEL HILL NC 27516;45;B;M;N;ON VIEW;N;UNARMED
25321;2010-08-26;23:26;UNDERAGE POSSESSION  M;226 RANSOM ST/MCCAULEY ST CHAPEL HILL NC 27516;;;;;SUMMONED/CITED;Y;UNARMED
25331;2010-08-26;23:56;OPEN CONTAINER  M;MLK NEAR MILLCREEK APTS CHAPEL HILL NC;21;W;M;;SUMMONED/CITED;;UNARMED
25326;2010-08-27;1:11;UNDERAGE POSSESSION  M;CHURCH ST CHAPEL HILL NC 27514;20;W;F;;SUMMONED/CITED;Y;UNARMED
25332;2010-08-27;2:12;ASSAULT ON GOVERNMENT OFFICIAL  M;175 EAST FRANKLIN STREET CHAPEL HILL NC 27514;24;B;M;;ON VIEW;Y;UNARMED
25341;2010-08-28;0:45;UNDERAGE POSSESSION  M;300 LINDSAY ST/CHURCH ST CHAPEL HILL NC 27516;19;W;M;;SUMMONED/CITED;Y;UNARMED
25355;2010-08-28;0:53;PUBLIC CONSUMPTION  M;FRANKLIN/ROBERSON CHAPEL HILL NC 27514;22;B;M;;SUMMONED/CITED;Y;UNARMED
25358;2010-08-28;0:53;UNDERAGE POSSESSION  M;FRANKLIN ST/ROBERSON ST CHAPEL HILL NC 27514;20;W;F;;SUMMONED/CITED;Y;UNARMED
25364;2010-08-28;1:40;FRAUDULENT USE OF ID;212 W ROSEMARY ST CHAPEL HILL NC 27516;19;W;M;N;SUMMONED/CITED;Y;UNARMED
25373;2010-08-28;17:41;STALKING;500 S MERRITT MILL RD CHAPEL HILL NC 27516;21;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25396;2010-08-28;23:05;UNDERAGE POSSESSION;CHURCH ST AT LINDSAY ST CHAPEL HILL NC;19;W;M;;SUMMONED/CITED;Y;UNARMED
25386;2010-08-28;23:30;UNDERAGE POSSESSION;200 PITTSBORO ST/W CAMERON AVE CHAPEL HILL NC 27516;;;;;SUMMONED/CITED;Y;UNARMED
25390;2010-08-29;0:25;OPEN CONTAINER;PITTSBORO ST @ CAMERON ST CHAPEL HILL NC 27514;24;B;M;N;SUMMONED/CITED;Y;UNARMED
25395;2010-08-29;0:30;UNDERAGE POSSESSION;100 S COLUMBIA ST CHAPEL HILL NC 27516;;;;;ON VIEW;Y;UNARMED
25385;2010-08-29;1:18;PUBLIC URINATION;N. COLUMBIA ST / ROSEMARY ST CHAPEL HILL NC 27514;20;W;M;;SUMMONED/CITED;Y;UNARMED
25404;2010-08-29;17:38;FAIL TO APPEAR/COMPL;108 EAST FRANKLIN STREET CHAPEL HILL NC 27514;51;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
25415;2010-09-01;1:10;POSSESS STOLEN VEHICLE  F;WESTBOUND S. COLUMBIA ST RAMP CHAPEL HILL NC 27514;46;B;M;N;ON VIEW;U;UNARMED
25420;2010-09-01;11:00;BREAKING/LARC-FELONY  F;1208 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;18;W;M;H;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25418;2010-09-01;11:13;BURGLARY-1ST DEGREE;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;25;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25421;2010-09-01;13:54;CONCEALING MDSE/SHOPLIFTING;1129 WEAVER DAIRY ROAD CHAPEL HILL NC 27514;;;;;ON VIEW;U;UNARMED
25422;2010-09-01;23:10;DRUG PARAPHERNALIA;140 WEST FRANKLIN STREET CHAPEL HILL NC;38;B;M;N;SUMMONED/CITED;U;UNARMED
25425;2010-09-02;21:13;2ND DEGREE TRESPASS  M;161 EAST FRANKLIN STREET CHAPEL HILL NC 27514;46;W;M;;ON VIEW;Y;UNARMED
25428;2010-09-03;5:00;POSS COCAINE FEL  F;220 ELIZABETH ST CHAPEL HILL NC 27514;;;;;ON VIEW;Y;UNARMED
25427;2010-09-03;10:19;LARCENY -  ALL OTHER;132 NORTH COLUMBIA ST CHAPEL HILL NC 27514;48;B;M;;SUMMONED/CITED;Y;UNARMED
25434;2010-09-04;3:01;IMPAIRED DRIVING DWI;1602 E FRANKLIN ST CHAPEL HILL NC 27514;23;W;M;N;ON VIEW;Y;UNARMED
25435;2010-09-04;4:59;DRUG PARAPHERNALIA;1010 RALEIGH RD CHAPEL HILL NC 27514;23;B;M;H;ON VIEW;Y;UNARMED
25442;2010-09-06;15:55;COMMUNICATE THREATS;110 W FRANKLIN ST CHAPEL HILL NC 27516;28;B;M;N;SUMMONED/CITED;U;UNARMED
25443;2010-09-06;16:27;FAIL TO APPEAR/COMPL;175 E FRANKLIN ST CHAPEL HILL NC 27514;46;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
25454;2010-09-08;13:48;OPEN CONTAINER;NORTH COLUMBIA STREET CHAPEL HILL NC 27514;44;B;M;N;SUMMONED/CITED;Y;UNARMED
25465;2010-09-08;17:30;CONSUMING ON UNAUTHORIZED PREMISES;100 BLOCK E FRANKLIN ST CHAPEL HILL NC 27516;47;W;M;N;SUMMONED/CITED;Y;UNARMED
25466;2010-09-08;21:11;CONSUMING ON UNAUTHORIZED PREMISES;100 N COLUMBIA ST CHAPEL HILL NC 27516;60;W;M;N;SUMMONED/CITED;Y;UNARMED
25461;2010-09-10;2:19;IMPAIRED DRIVING DWI;OLD MASON FARM ROAD @ FORDAHM BLVD CHAPEL HILL NC 27514;;;;;ON VIEW;Y;UNARMED
25476;2010-09-11;17:25;DRUG PARAPHERNALIA;5623 FORDHAM BLVD CHAPEL HILL NC 27516;21;B;F;N;ON VIEW;Y;UNARMED
25471;2010-09-11;17:44;OPEN CONTAINER;106 WEST FRANKLIN STREET CHAPEL HILL NC 27514;47;W;M;N;SUMMONED/CITED;Y;UNARMED
25474;2010-09-11;17:49;OPEN CONTAINER;106 WEST FRANKLIN STREET CHAPEL HILL NC 27514;60;W;M;N;SUMMONED/CITED;Y;UNARMED
25477;2010-09-12;2:01;OPEN CONTAINER;1201 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27516;19;W;M;N;SUMMONED/CITED;Y;UNARMED
25478;2010-09-13;0:45;FAIL TO APPEAR/COMPL;175 E FRANKLIN ST CHAPEL HILL NC 27514;48;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25486;2010-09-13;13:43;CONSUMING ON UNAUTHORIZED PREMISES;100 BLOCK N. COLUMBIA STREET CHAPEL HILL NC 27514;60;W;M;N;SUMMONED/CITED;Y;UNARMED
25485;2010-09-13;19:06;OPEN CONTAINER;150 E ROSEMARY ST CHAPEL HILL NC 27514;29;B;M;N;SUMMONED/CITED;Y;UNARMED
25490;2010-09-15;0:36;FAIL TO APPEAR/COMPL;790 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;22;A;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
25495;2010-09-16;1:45;IMPAIRED DRIVING DWI;HWY 54 AND BARBEE CHAPEL RD CHAPEL HILL NC;46;W;M;N;ON VIEW;Y;UNARMED
25496;2010-09-16;7:15;BREAKING/LARC-FELONY;711 PRITCHARD AVE EXT CHAPEL HILL NC 27516;46;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25505;2010-09-18;8:52;ASSAULT ON FEMALE;248 FLEMINGTON RD CHAPEL HILL NC 27517;30;B;M;N;ON VIEW;Y;UNARMED
25504;2010-09-18;11:45;UNDERAGE POSSESSION  M;BUS STOP @ BIG FRAT CT. CHAPEL HILL NC;20;W;M;;SUMMONED/CITED;Y;UNARMED
25518;2010-09-19;2:03;IMPAIRED DRIVING DWI;0 MAXWELL RD/HAMILTON RD CHAPEL HILL NC;25;B;M;N;ON VIEW;Y;UNARMED
25517;2010-09-19;5:02;IMPAIRED DRIVING DWI;133 W FRANKLIN ST CHAPEL HILL NC 27516;18;W;M;N;ON VIEW;Y;UNARMED
25521;2010-09-20;19:16;FAIL TO APPEAR/COMPL;179 E FRANKLIN ST CHAPEL HILL NC 27514;51;W;M;H;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25522;2010-09-21;8:33;POSSESSION MARIJUANA;0 NC 54/S COLUMBIA ST CHAPEL HILL NC 27514;20;B;M;;SUMMONED/CITED;U;UNARMED
25527;2010-09-22;18:01;OPEN CONTAINER;505 W FRANKLIN ST CHAPEL HILL NC 27516;51;W;M;N;SUMMONED/CITED;Y;UNARMED
25537;2010-09-24;19:07;2ND DEGREE TRESPASS;150 E ROSEMARY ST CHAPEL HILL NC 27514;26;W;M;N;ON VIEW;U;UNARMED
25538;2010-09-24;21:17;POSS STOLEN FIREARM;167 EAST FRANKLIN STREET CHAPEL HILL NC;23;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25543;2010-09-25;16:52;ASSAULT & BATTERY;150 E FRANKLIN ST CHAPEL HILL NC 27514;51;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
25549;2010-09-27;12:12;FAIL TO COMPLY;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;36;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25565;2010-10-02;2:29;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;158 E ROSEMARY ST CHAPEL HILL NC 27514;20;W;F;N;SUMMONED/CITED;Y;UNARMED
25567;2010-10-02;5:09;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;500 WEAVER DAIRY RD CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;Y;UNARMED
25583;2010-10-02;12:04;OPEN CONTAINER  M;100 E ROSEMARY ST CHAPEL HILL NC 27514;22;W;F;;SUMMONED/CITED;Y;UNARMED
25573;2010-10-02;13:04;OPEN CONTAINER  M;225 W ROSEMARY ST/CHURCH ST CHAPEL HILL NC 27516;43;W;M;;SUMMONED/CITED;Y;UNARMED
25571;2010-10-02;13:20;OPEN CONTAINER  M;225 W ROSEMARY ST/CHURCH ST CHAPEL HILL NC 27516;47;W;M;;SUMMONED/CITED;Y;UNARMED
25587;2010-10-02;13:25;CONSUMING ON UNAUTHORIZED PREMISES  M;225 W ROSEMARY ST/CHURCH ST CHAPEL HILL NC 27516;36;W;M;;SUMMONED/CITED;Y;UNARMED
25590;2010-10-02;13:25;OPEN CONTAINER;W ROSEMARY ST (LOT 5) CHAPEL HILL NC;24;W;M;;SUMMONED/CITED;Y;UNARMED
25589;2010-10-02;13:55;OPEN CONTAINER;E ROSEMARY ST (LOT 2) CHAPEL HILL NC;29;W;M;;SUMMONED/CITED;Y;UNARMED
25588;2010-10-02;14:35;UNDERAGE POSSESSION  M;110 W CAMERON AVE/PITTSBORO ST CHAPEL HILL NC 27516;19;W;M;N;SUMMONED/CITED;Y;UNARMED
25603;2010-10-02;20:15;OPEN CONTAINER;336 E FRANKLIN ST CHAPEL HILL NC 27516;22;W;M;N;SUMMONED/CITED;Y;UNARMED
25604;2010-10-02;20:15;OPEN CONTAINER;336 E FRANKLIN ST CHAPEL HILL NC 27516;22;W;M;N;SUMMONED/CITED;Y;UNARMED
25625;2010-10-08;1:14;PANHANDLING AFTER DARK;112 WEST FRANKLIN STREET CHAPEL HILL NC 27514;42;B;F;;SUMMONED/CITED;Y;UNARMED
25655;2010-10-09;12:40;OPEN CONTAINER;SOUTHERN VILLAGE PARK AND RIDE LOT CHAPEL HILL NC;42;W;M;;SUMMONED/CITED;Y;UNARMED
25632;2010-10-09;13:30;OPEN CONTAINER;150 E ROSEMARY ST CHAPEL HILL NC 27514;51;W;M;;SUMMONED/CITED;Y;UNARMED
25639;2010-10-09;13:30;OPEN CONTAINER;E ROSEMARY ST CHAPEL HILL NC 27514;55;B;M;N;SUMMONED/CITED;Y;UNARMED
25640;2010-10-09;14:10;OPEN CONTAINER;N COLUMBIA ST @ CAMERON ST CHAPEL HILL NC 27514;24;W;F;N;SUMMONED/CITED;Y;UNARMED
25643;2010-10-09;14:40;OPEN CONTAINER;N COLUMBIA ST @ CAMERON ST CHAPEL HILL NC 27514;26;W;M;;SUMMONED/CITED;Y;UNARMED
25657;2010-10-09;15:02;OPEN CONTAINER;S COLUMBIA ST CHAPEL HILL NC;29;W;M;;SUMMONED/CITED;Y;UNARMED
25630;2010-10-09;15:10;OPEN CONTAINER;N COLUMBIA ST @ CAMERON ST CHAPEL HILL NC 27514;25;W;M;N;SUMMONED/CITED;Y;UNARMED
25663;2010-10-10;15:54;IMPAIRED DRIVING DWI  M;400 EASTOWNE DR/PINEGATE CIR CHAPEL HILL NC 27514;24;W;M;H;ON VIEW;Y;UNARMED
25665;2010-10-11;6:50;IMPAIRED DRIVING DWI;1296 EAST FRANKLIN ST CHAPEL HILL NC 27514;32;W;F;N;ON VIEW;Y;UNARMED
25666;2010-10-11;16:09;FAIL TO APPEAR/COMPL  M;121 EAST FRANKLIN STREET CHAPEL HILL NC 27516;29;W;M;N;ON VIEW;Y;UNARMED
25670;2010-10-11;18:24;OPEN CONTAINER;150 EAST FRANKLIN STREET CHAPEL HILL NC 27516;44;B;M;N;SUMMONED/CITED;Y;UNARMED
25675;2010-10-12;17:42;MISUSE OF PUBLIC SEATING;131 EAST FRANKLIN STREET CHAPEL HILL NC 27514;51;W;M;;ON VIEW;Y;UNARMED
25677;2010-10-12;21:37;POSSESSION MARIJUANA;144 DOGWOOD ACRES DR CHAPEL HILL NC 27516;20;B;M;N;SUMMONED/CITED;Y;UNARMED
25676;2010-10-12;22:01;POSSESSION MARIJUANA;131 W ROSEMARY ST CHAPEL HILL NC 27516;45;W;M;N;SUMMONED/CITED;Y;UNARMED
25725;2010-10-12;22:13;FAIL TO APPEAR/COMPL;131 W ROSEMARY ST CHAPEL HILL NC 27516;45;W;F;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
25681;2010-10-13;2:24;IMPAIRED DRIVING DWI;1512 E FRANKLIN ST CHAPEL HILL NC 27514;21;W;F;N;ON VIEW;Y;UNARMED
25682;2010-10-13;11:14;FAILURE TO COMPLY  M;100 BLOCK E FRANKLIN STREET CHAPEL HILL NC 27514;45;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25687;2010-10-14;22:40;2ND DEGREE TRESPASS;600 BLOCK GOMAINS AVENUE CHAPEL HILL NC 27514;55;W;M;;ON VIEW;Y;UNARMED
25705;2010-10-16;0:25;OPEN CONTAINER;CHURCH ST NEAR W ROSEMARY ST CHAPEL HILL NC;19;W;M;N;SUMMONED/CITED;Y;UNARMED
25688;2010-10-16;2:10;POSSESSION MARIJUANA;100 EPHESUS CHURCH RD CHAPEL HILL NC 27517;30;B;M;;SUMMONED/CITED;Y;UNARMED
25693;2010-10-17;10:24;ASSAULT ON FEMALE;100 YUKON LN CHAPEL HILL NC 27514;;;;;ON VIEW;;UNARMED
25695;2010-10-18;1:44;DAMAGE-PERSONAL PROP;200 E FRANKLIN ST CHAPEL HILL NC 27514;30;W;M;H;ON VIEW;Y;UNARMED
25701;2010-10-19;11:52;ASSAULT ON FEMALE;306 LAURENS WAY CHAPEL HILL NC 27516;;;;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25710;2010-10-22;19:55;ASSAULT & BATTERY;SUNSET DR CHAPEL HILL NC 27514;47;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
25715;2010-10-23;17:16;2ND DEGREE TRESPASS;305 S ESTES DR CHAPEL HILL NC 27517;32;B;M;N;SUMMONED/CITED;N;UNARMED
25720;2010-10-25;13:35;BREAKING/ENTER-MISD;828 MLK BLVD CHAPEL HILL NC 27514;46;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25721;2010-10-25;15:06;FAIL TO APPEAR/COMPL;828 MLK BLVD CHAPEL HILL NC 27514;22;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25724;2010-10-26;2:39;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;200 W FRANKLIN ST CHAPEL HILL NC 27516;20;W;M;H;SUMMONED/CITED;Y;UNARMED
25727;2010-10-27;13:41;FORGERY;841 WILLOW DR CHAPEL HILL NC 27514;24;W;M;N;ON VIEW;N;UNARMED
25739;2010-10-28;16:54;FAIL TO COMPLY;108 W FRANKLIN ST CHAPEL HILL NC 27516;21;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25738;2010-10-28;17:19;DRUG PARAPHERNALIA;0 NC 54/SMITH LEVEL RD CARRBORO NC 27510;;;;;SUMMONED/CITED;N;UNARMED
25743;2010-10-29;17:12;DRUG PARAPHERNALIA;500 WEAVER DAIRY RD CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;Y;UNARMED
25769;2010-10-30;13:15;OPEN CONTAINER;212 E ROSEMARY ST CHAPEL HILL NC 27514;24;W;M;;SUMMONED/CITED;Y;UNARMED
25767;2010-10-30;14:30;UNDERAGE POSS OF SPIRITIOUS LIQUOR;102 BIG FRAT COURT CHAPEL HILL NC 27516;18;W;M;;SUMMONED/CITED;Y;UNARMED
25762;2010-10-30;15:05;OPEN CONTAINER;COLUMBIA ST NEAR FRAT CT CHAPEL HILL NC;45;W;M;;SUMMONED/CITED;Y;UNARMED
25756;2010-10-30;15:10;OPEN CONTAINER  M;COLUMBIA ST/CAMERON AVE CHAPEL HILL NC 27516;23;W;F;;SUMMONED/CITED;U;UNARMED
25763;2010-10-30;15:10;POSSESSION ON UNAUTHORIZED PREMISES;COLUMBIA ST NEAR FRAT CT CHAPEL HILL NC;55;W;M;;SUMMONED/CITED;Y;UNARMED
25764;2010-10-30;15:20;GIVE/SELL MALT BEV TO MINOR;COLUMBIA ST NEAR FRAT CT CHAPEL HILL NC;22;W;M;;ON VIEW;Y;UNARMED
25781;2010-11-02;16:30;FAIL TO APPEAR/COMPL;MITCHELL LANE CHAPEL HILL NC 27514;;;;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25782;2010-11-02;18:00;ASSAULT ON GOVERNMENT OFFICIAL;828 MLK JR BLVD CHAPEL HILL NC 27514;46;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25794;2010-11-05;11:17;LARC BY EMPLOYEES;828 MLK JR BLVD CHAPEL HILL NC 27514;50;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25798;2010-11-06;0:55;GIVE/SELL MALT BEV TO MINOR;167 EAST FRANKLIN STREET CHAPEL HILL NC;25;W;M;;SUMMONED/CITED;N;UNARMED
25812;2010-11-08;17:32;SOLICITING WITHOUT A PERMIT;200 BLK WEAVER MINE TR CHAPEL HILL NC 27517;20;B;M;;ON VIEW;N;UNARMED
25813;2010-11-08;17:32;SOLICITING WITHOUT A PERMIT;200 BLK WEAVER MINE TR CHAPEL HILL NC 27517;22;W;M;;ON VIEW;N;UNARMED
25811;2010-11-08;21:11;ASSAULT ON GOVERNMENT OFFICIAL;109 E FRANKLIN ST CHAPEL HILL NC 27514;22;A;M;N;ON VIEW;Y;UNARMED
25817;2010-11-10;7:49;FAIL TO APPEAR/COMPL;1 SHADY LANE CHAPEL HILL NC 27517;18;W;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25823;2010-11-11;21:04;OPEN CONTAINER;EAST FRANKLIN STREET NEAR HENDERSON ST CHAPEL HILL NC;49;B;M;N;SUMMONED/CITED;Y;UNARMED
25822;2010-11-12;0:44;DRUNK / DISRUPTIVE;108 EAST RANKLIN STREET CHAPEL HILL NC 27514;46;W;M;;ON VIEW;Y;UNARMED
25824;2010-11-12;11:35;FUGITIVE WARRANT  F;9620 EDEN TRAIL FUQUAY VARINA NC 27526;43;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
25838;2010-11-13;14:20;OPEN CONTAINER;S COLUMBIA AT BIG FRAT CT CHAPEL HILL NC 27516;26;W;M;;SUMMONED/CITED;Y;UNARMED
25850;2010-11-13;14:20;OPEN CONTAINER;COLUMBIA ST NEAR CAMERON AVE CHAPEL HILL NC;24;W;F;;SUMMONED/CITED;Y;UNARMED
25830;2010-11-13;14:21;OPEN CONTAINER;1114 S COLUMBIA ST/FORDHAM BLVD CHAPEL HILL NC 27514;29;W;M;;SUMMONED/CITED;Y;UNARMED
25839;2010-11-13;14:50;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;S COLUMBIA ST AT BIG FRAT CT CHAPEL HILL NC 27516;20;W;M;;SUMMONED/CITED;Y;UNARMED
25837;2010-11-13;15:20;OPEN CONTAINER;128 S COLUMBIA ST/FRATERNITY CT CHAPEL HILL NC 27516;26;W;M;;SUMMONED/CITED;Y;UNARMED
25845;2010-11-13;16:54;OPEN CONTAINER;COLUMBIA ST NEAR BIG FRAT COURT CHAPEL HILL NC;44;W;M;;SUMMONED/CITED;Y;UNARMED
25852;2010-11-13;17:16;OPEN CONTAINER;COLUMBIA ST AT ROSEMARY ST CHAPEL HILL NC;44;W;F;;SUMMONED/CITED;Y;UNARMED
25858;2010-11-15;10:19;BREAKING/LARC-FELONY;105 SILVER CREEK TRL/SILVER GLD CHAPEL HILL NC 27514;;;;;ON VIEW;U;UNARMED
25916;2010-11-15;13:19;SET FIRE TO GRASSLAND;PINEGATE APARTMENTS CHAPEL HILL NC 27517;;;;;SUMMONED/CITED;N;UNARMED
25863;2010-11-18;10:43;ARMED ROBBERY  F;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;19;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;HANDGUN
25880;2010-11-20;23:00;UNDERAGE POSSESSION;DAWES ST CHAPEL HILL NC 27516;19;W;M;N;SUMMONED/CITED;Y;UNARMED
25887;2010-11-21;23:15;REC/POSS STOLE MV;103 BRIGHT SUN PLACE CHAPEL HILL NC 27516;25;B;M;N;ON VIEW;N;UNARMED
25886;2010-11-22;2:58;REC/POSS STOLE MV;103 BRIGHT SUN PLACE CHAPEL HILL NC 27514;27;B;M;N;ON VIEW;U;UNARMED
